1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,64,1,1,1,1,1,38,31,31,39,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,24,8,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,60,21,21,21,21,21,36,35,35,37,21,21,21,21,21,21,21,21,21,21,21,21,103,21,21,21,21,21,21,21,21,21,21,21,21,9,25,1
1,7,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,102,18,18,18,18,18,18,18,18,18,18,18,18,18,2,1
1,20,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,102,18,18,18,18,18,18,18,18,18,18,18,18,18,19,1
1,20,18,18,28,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,61,22,22,22,22,22,34,32,32,33,22,22,22,22,22,22,22,22,22,22,22,22,104,22,22,22,22,22,22,22,22,22,22,29,18,18,19,1
1,20,18,18,19,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,64,1,1,1,1,1,38,31,31,39,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20,18,18,19,1
1,20,18,18,19,1,1,1,1,1,1,1,1,1,1,1,1,1,57,1,1,1,64,1,1,1,1,1,38,83,31,39,1,1,88,87,87,87,87,87,87,88,1,1,1,108,1,1,1,1,1,110,1,1,1,20,18,18,19,1
1,20,18,18,19,1,1,82,79,1,1,1,1,1,1,1,1,1,1,1,1,1,64,1,1,1,1,1,38,31,31,39,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20,18,18,19,1
1,20,18,18,19,1,1,81,80,1,1,24,8,21,21,21,21,21,21,21,21,21,60,21,21,21,21,21,36,35,35,37,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,9,25,1,1,1,82,79,1,20,18,18,19,1
1,20,18,18,19,1,1,1,1,1,1,7,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,gg18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,2,1,1,1,81,80,1,20,18,18,19,1
108,20,18,18,19,1,1,1,1,1,1,20,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,19,1,1,1,1,1,1,20,18,18,19,1
1,20,18,18,19,1,1,1,1,1,1,20,18,18,28,22,22,22,22,22,22,22,61,22,22,22,22,22,34,32,32,33,22,22,22,22,22,22,22,22,22,22,22,22,22,29,18,18,19,1,1,1,1,1,1,20,18,18,19,1
1,20,18,18,19,1,1,108,1,1,1,20,18,18,19,1,1,1,1,1,1,1,64,1,1,1,1,1,38,31,31,39,1,1,1,1,1,1,1,1,1,1,1,1,1,20,18,18,19,1,1,1,1,1,1,20,18,18,19,1
1,20,18,18,19,1,1,1,1,1,1,20,18,18,19,1,1,1,1,1,1,1,64,1,1,1,1,1,38,84,31,42,40,40,40,40,46,48,1,1,57,1,1,1,1,20,18,18,19,1,1,1,1,1,1,20,18,18,19,1
1,20,18,18,19,1,1,1,1,1,1,20,18,18,19,1,1,82,79,1,1,1,64,67,1,1,1,1,38,31,31,31,31,31,31,31,31,47,1,1,1,1,109,1,1,20,18,18,19,1,1,1,1,1,1,20,18,18,19,1
1,20,18,18,19,1,57,1,1,1,1,20,18,18,19,1,1,81,80,1,1,1,64,73,1,1,1,1,38,85,31,43,41,41,41,44,31,39,1,1,1,1,1,1,1,20,18,18,19,1,1,57,1,1,1,20,18,18,19,1
1,20,18,18,19,1,1,1,1,1,1,20,18,18,19,1,1,1,1,1,1,1,64,73,1,1,1,1,38,31,31,39,1,1,1,38,31,39,1,1,1,1,1,1,1,20,18,18,19,1,1,1,1,1,1,20,18,18,19,1
1,20,18,18,19,1,1,1,1,1,1,20,18,18,19,1,1,1,1,1,1,1,64,73,1,1,1,1,106,105,105,107,1,55,1,38,31,39,1,1,1,1,57,1,1,20,18,18,19,1,1,1,1,1,1,20,18,18,19,1
